A	B	C	D	E	F	G	H	I	J
106.656	-27.03092	-24.05488	-21.12439	-18.15419	-15.21707	-12.24608	-9.50141	-5.87379	-2.88662
106.704	-27.00497	-24.08477	-21.03667	-18.10943	-15.19015	-12.2238	-9.4598	-5.85752	-2.96618
106.752	-27.0122	-24.07545	-21.06077	-18.14951	-15.16096	-12.24015	-9.42528	-5.80924	-2.9268
106.8	-27.02174	-24.04673	-21.09663	-18.15446	-15.18538	-12.19803	-9.43589	-5.92179	-2.8787
106.848	-26.9901	-24.05187	-21.09093	-18.09659	-15.21489	-12.20846	-9.40934	-5.92578	-2.79177
106.896	-26.93787	-24.07624	-21.07851	-18.06809	-15.2395	-12.20424	-9.38923	-5.90836	-2.80049
106.944	-26.91892	-24.04205	-21.07156	-18.11346	-15.26721	-12.27931	-9.41416	-5.73232	-2.72792
106.992	-26.93176	-24.04038	-21.06818	-18.18101	-15.29079	-12.28241	-9.3751	-5.78441	-2.70198
107.04	-26.95581	-24.06211	-21.06633	-18.19464	-15.23686	-12.24835	-9.38112	-5.92647	-2.81137
107.088	-26.93477	-24.037	-21.08518	-18.17865	-15.21424	-12.24076	-9.34025	-5.86406	-2.82022
107.136	-26.90317	-24.00595	-21.02722	-18.16044	-15.23324	-12.28153	-9.34957	-5.87119	-2.69665
107.184	-26.91563	-24.0844	-21.01605	-18.14209	-15.1453	-12.30141	-9.39025	-5.76842	-2.81837
107.232	-26.95344	-24.07444	-21.00947	-18.13375	-15.18774	-12.28774	-9.36986	-5.76156	-2.84455
107.28	-26.93269	-24.05502	-21.02986	-18.13978	-15.22532	-12.22296	-9.3567	-5.75619	-2.79696
107.328	-26.92884	-24.04297	-21.02082	-18.13473	-15.21429	-12.22746	-9.37158	-5.73617	-2.82991
107.376	-26.94774	-24.0856	-21.02138	-18.14663	-15.17782	-12.23381	-9.37148	-5.81022	-2.87031
107.424	-26.98542	-24.06202	-21.00419	-18.12166	-15.21077	-12.22973	-9.40156	-5.83728	-2.96336
107.472	-26.98328	-24.0376	-21.0167	-18.13	-15.20674	-12.28051	-9.45549	-5.87736	-3.10816
107.52	-26.99352	-24.01577	-21.08106	-18.15771	-15.24242	-12.31791	-9.40934	-5.83867	-3.17154
107.568	-26.99107	-24.04344	-21.08329	-18.15238	-15.26605	-12.29182	-9.38381	-5.9059	-3.24267
107.616	-26.95664	-24.07879	-21.08481	-18.15803	-15.26443	-12.30299	-9.45289	-6.1171	-3.25866
107.664	-26.93968	-24.10529	-21.06192	-18.17633	-15.24886	-12.25799	-9.44465	-6.28196	-3.23567
107.712	-26.93	-24.06938	-21.05229	-18.13375	-15.218	-12.25572	-9.36254	-6.33307	-3.33159
107.76	-26.92351	-24.05766	-21.04816	-18.09937	-15.25465	-12.20489	-9.41439	-6.41453	-3.31393
107.808	-26.95678	-24.05933	-21.04376	-18.11675	-15.26392	-12.22945	-9.32376	-6.42644	-3.31755
107.856	-26.98986	-24.01601	-21.09997	-18.14585	-15.28143	-12.22945	-9.37815	-6.42899	-3.38056
107.904	-26.97115	-23.96698	-21.08472	-18.17332	-15.19173	-12.23028	-9.37927	-6.40596	-3.33562
107.952	-27.00705	-23.94701	-21.03644	-18.16452	-15.18056	-12.287	-9.45846	-6.41583	-3.23164
108	-26.98986	-23.9547	-21.03116	-18.16021	-15.22763	-12.34404	-9.47078	-6.40962	-3.29832
108.048	-26.97782	-24.05493	-21.00118	-18.14696	-15.2666	-12.37666	-9.45239	-6.4352	-3.31069
108.096	-26.98416	-24.08449	-21.06179	-18.16049	-15.29334	-12.3268	-9.35591	-6.45665	-3.36694
108.144	-26.96633	-24.06503	-21.07017	-18.18245	-15.28657	-12.32411	-9.38645	-6.48413	-3.38497
108.192	-26.949	-24.07777	-21.03139	-18.11855	-15.24909	-12.31281	-9.49423	-6.47931	-3.37005
108.24	-26.97379	-24.02055	-21.04561	-18.15419	-15.22805	-12.31943	-9.50238	-6.389	-3.31875
108.288	-26.95456	-24.04552	-21.0357	-18.1553	-15.30182	-12.27722	-9.42987	-6.28205	-3.29137
108.336	-26.9686	-24.04464	-21.00368	-18.16378	-15.2894	-12.31489	-9.42583	-6.33034	-3.25898
108.384	-26.93755	-23.93974	-21.01309	-18.18417	-15.2761	-12.27074	-9.48232	-6.24689	-3.24253
108.432	-26.96072	-23.93098	-20.97467	-18.15901	-15.28611	-12.25999	-9.47166	-6.12048	-3.16158
108.48	-26.98778	-23.99603	-20.95132	-18.15428	-15.28407	-12.27611	-9.44747	-6.10371	-3.05631
108.528	-26.9521	-24.01109	-20.99506	-18.1414	-15.20516	-12.29502	-9.47287	-6.02072	-3.00946
108.576	-26.95873	-24.0559	-21.04645	-18.08695	-15.2174	-12.32388	-9.49298	-6.05992	-3.12173
108.624	-26.94497	-24.08004	-21.06647	-18.11758	-15.23815	-12.25957	-9.52365	-6.13239	-3.19749
108.672	-26.95859	-24.03162	-20.97945	-18.15085	-15.21332	-12.27741	-9.53329	-6.18873	-3.07178
108.72	-26.9742	-23.98482	-20.97829	-18.15071	-15.20145	-12.32263	-9.51188	-6.28312	-2.97601
108.768	-26.95395	-23.98505	-20.92611	-18.18797	-15.15002	-12.32467	-9.48816	-6.25967	-3.064
108.816	-26.9628	-23.99705	-20.94914	-18.12727	-15.15415	-12.30961	-9.45341	-6.30745	-3.15269
108.864	-26.95409	-24.01109	-20.97676	-18.14969	-15.16601	-12.32495	-9.43079	-5.9653	-3.14629
108.912	-26.87013	-24.05002	-21.00697	-18.1749	-15.13478	-12.33009	-9.42051	-5.86911	-3.16645
108.96	-26.88014	-24.06266	-21.03227	-18.15808	-15.15836	-12.24372	-9.42718	-6.1847	-3.22047
109.008	-26.899	-24.08264	-21.03199	-18.14612	-15.19191	-12.2004	-9.31949	-6.2941	-3.17122
109.056	-26.93945	-24.05534	-21.04079	-18.14024	-15.18876	-12.26328	-9.27107	-6.3947	-3.19948
109.104	-26.98148	-24.05414	-21.03977	-18.13676	-15.22041	-12.35205	-9.33219	-6.42458	-3.08897
109.152	-26.95312	-24.06966	-21.05984	-18.12398	-15.22611	-12.26429	-9.40573	-6.41671	-3.08819
109.2	-26.93625	-24.06276	-21.03523	-18.16901	-15.17875	-12.19734	-9.40633	-6.46592	-3.06988
109.248	-26.98074	-24.07712	-21.06711	-18.17972	-15.2337	-12.21115	-9.47662	-6.50771	-2.98481
109.296	-27.02012	-24.05446	-21.07995	-18.15011	-15.19024	-12.21444	-9.46207	-6.48783	-2.87115
109.344	-27.00247	-24.01434	-21.06878	-18.19315	-15.17852	-12.21258	-9.48023	-6.44344	-2.89534
109.392	-26.9957	-24.05585	-21.08106	-18.1762	-15.23167	-12.25716	-9.48802	-6.42718	-2.7921
109.44	-27.00673	-24.10854	-21.05442	-18.07908	-15.22272	-12.28	-9.53255	-6.45206	-2.8673
109.488	-26.99051	-24.08023	-21.0173	-18.09363	-15.2338	-12.32657	-9.5255	-6.44076	-3.057
109.536	-26.91568	-24.09607	-21.02356	-18.07092	-15.24033	-12.29752	-9.51841	-6.42658	-2.95715
109.584	-26.95483	-24.0768	-21.04121	-18.1003	-15.22856	-12.28561	-9.47982	-6.40966	-2.916
109.632	-26.94997	-24.03282	-21.06253	-18.08584	-15.26392	-12.24367	-9.49622	-6.42727	-2.98875
109.68	-26.91841	-24.04214	-21.04765	-18.12583	-15.25808	-12.26837	-9.50146	-6.46578	-2.91498
109.728	-26.90892	-24.06049	-21.06494	-18.1623	-15.27235	-12.2813	-9.48269	-6.50201	-2.93078
109.776	-26.95284	-24.08403	-21.08468	-18.17342	-15.28792	-12.31726	-9.56137	-6.50748	-3.05533
109.824	-26.98467	-24.03273	-21.08208	-18.17087	-15.21281	-12.3648	-9.56197	-6.49654	-3.1576
109.872	-26.98004	-24.03009	-20.99728	-18.18611	-15.25015	-12.38699	-9.55539	-6.48149	-3.09602
109.92	-26.95914	-24.04645	-21.00058	-18.21169	-15.25442	-12.38463	-9.56086	-6.44154	-3.13132
109.968	-26.95368	-24.04645	-21.04103	-18.19658	-15.21489	-12.39251	-9.5433	-6.46035	-3.0911
110.016	-26.89974	-24.08491	-21.06276	-18.17369	-15.16429	-12.38699	-9.45544	-6.49965	-3.13054
110.064	-26.86934	-24.11502	-21.10465	-18.1812	-15.21457	-12.33579	-9.47866	-6.51355	-3.1126
110.112	-26.90113	-24.14542	-21.10682	-18.20298	-15.25873	-12.23589	-9.51373	-6.43464	-3.08767
110.16	-26.93616	-24.10682	-21.03357	-18.19051	-15.29654	-12.26768	-9.55785	-6.38404	-3.10649
110.208	-26.96804	-24.06985	-21.01471	-18.13857	-15.2534	-12.22264	-9.59265	-6.37301	-3.05075
110.256	-26.99765	-24.06123	-21.05266	-18.15748	-15.18176	-12.24326	-9.5882	-6.39734	-3.09982
110.304	-26.94723	-24.06331	-20.99265	-18.13352	-15.19594	-12.2541	-9.56753	-6.38992	-3.06678
110.352	-26.97907	-24.03018	-20.99256	-18.12064	-15.2079	-12.2864	-9.52926	-6.34072	-3.0931
110.4	-26.97629	-24.02467	-21.01063	-18.12314	-15.22486	-12.27389	-9.50933	-6.09235	-3.13763
110.448	-26.9692	-24.0578	-21.02462	-18.19844	-15.23069	-12.29117	-9.44808	-5.99236	-3.14541
110.496	-26.95724	-24.0705	-21.00841	-18.18347	-15.21364	-12.3066	-9.44349	-6.02192	-3.12817
110.544	-26.94209	-24.01211	-21.01156	-18.16971	-15.23723	-12.28996	-9.47796	-6.07808	-3.15282
110.592	-26.93106	-24.05094	-21.03032	-18.20807	-15.26355	-12.27917	-9.47384	-6.14059	-3.27052
110.64	-26.93092	-24.07101	-21.09107	-18.18287	-15.21851	-12.34603	-9.47477	-6.1829	-3.36884
110.688	-26.93866	-24.04853	-21.04487	-18.18977	-15.2217	-12.35307	-9.39178	-6.20273	-3.40373
110.736	-26.89881	-23.97009	-21.06994	-18.19589	-15.21957	-12.32722	-9.42713	-6.26023	-3.43987
110.784	-26.93987	-23.98714	-21.01865	-18.21438	-15.20762	-12.25878	-9.47949	-6.24809	-3.43686
110.832	-26.90766	-23.99821	-21.061	-18.19946	-15.20387	-12.25382	-9.48468	-6.26848	-3.42519
110.88	-26.94103	-24.00762	-21.02537	-18.18574	-15.15567	-12.28209	-9.51309	-6.27858	-3.40424
110.928	-26.93357	-24.0686	-21.02138	-18.1578	-15.05828	-12.30966	-9.47439	-6.3757	-3.34878
110.976	-26.90933	-24.05405	-21.078	-18.12379	-15.09581	-12.26721	-9.43765	-6.40526	-3.32315
111.024	-26.91466	-24.04826	-21.07874	-18.11577	-15.14247	-12.27486	-9.43811	-6.39933	-3.2998
111.072	-26.95863	-23.99474	-21.05613	-18.09775	-15.1883	-12.28288	-9.38631	-6.40429	-3.21431
111.12	-27.00451	-24.02319	-21.02898	-18.07509	-15.27128	-12.27287	-9.35851	-6.43728	-3.3049
111.168	-27.01322	-24.06382	-21.03672	-18.10498	-15.30488	-12.26772	-9.3941	-6.48033	-3.31241
111.216	-26.98226	-24.06401	-21.04742	-18.11656	-15.22008	-12.29766	-9.45758	-6.53588	-3.30911
111.264	-26.98602	-24.08977	-21.07101	-18.0997	-15.21443	-12.29724	-9.42343	-6.50474	-3.34818
111.312	-26.9729	-24.08574	-21.01948	-18.07226	-15.22309	-12.27713	-9.3984	-6.49131	-3.29503
111.36	-26.8945	-24.07671	-21.06938	-18.11781	-15.19594	-12.31656	-9.43538	-6.49131	-3.29484
111.408	-26.93774	-24.10168	-21.03732	-18.07092	-15.19914	-12.29386	-9.48403	-6.53079	-3.21922
111.456	-26.99343	-24.08305	-21.06114	-18.0604	-15.21401	-12.24599	-9.50609	-6.56058	-3.279
111.504	-27.00117	-24.03922	-21.08658	-18.08788	-15.22569	-12.28769	-9.55307	-6.52184	-3.18188
111.552	-26.94311	-24.07003	-21.0957	-18.11299	-15.20521	-12.3224	-9.53051	-6.51971	-3.09782
111.6	-26.90905	-24.12378	-21.102	-18.15609	-15.19557	-12.33324	-9.50817	-6.56985	-3.033
111.648	-26.93936	-24.10752	-21.08199	-18.15321	-15.13784	-12.31897	-9.53185	-6.56966	-2.99269
111.696	-26.94923	-24.07916	-21.06605	-18.07064	-15.21461	-12.30841	-9.52791	-6.56026	-3.07085
111.744	-26.96507	-24.05414	-21.01827	-18.04516	-15.25669	-12.29682	-9.54534	-6.51624	-3.05019
111.792	-26.94367	-24.07411	-20.96281	-18.05924	-15.27541	-12.27648	-9.55437	-6.45558	-3.09833
111.84	-26.8724	-24.07874	-20.97926	-18.06809	-15.21712	-12.29349	-9.55479	-6.44261	-3.20764
111.888	-26.93162	-24.09492	-21.00326	-18.13375	-15.18028	-12.32685	-9.54872	-6.50567	-3.34771
111.936	-26.94696	-24.08931	-21.06503	-18.11953	-15.20289	-12.34835	-9.45906	-6.50521	-3.42801
111.984	-26.88487	-24.07796	-21.12142	-18.12828	-15.24473	-12.36382	-9.50442	-6.45243	-3.46114
112.032	-26.93037	-24.05757	-21.15761	-18.19084	-15.27907	-12.31568	-9.49529	-6.49636	-3.43246
112.08	-26.93282	-24.06605	-21.12526	-18.17768	-15.23991	-12.34779	-9.46749	-6.4902	-3.45234
112.128	-26.98273	-24.06999	-21.13013	-18.15646	-15.23871	-12.38347	-9.51424	-6.43802	-3.43886
112.176	-27.01614	-24.0641	-21.06892	-18.16424	-15.27972	-12.32402	-9.43269	-6.40651	-3.40656
112.224	-26.93412	-24.07388	-21.03324	-18.12546	-15.24654	-12.28394	-9.44177	-6.42171	-3.4421
112.272	-26.91744	-24.07054	-21.04538	-18.14015	-15.20298	-12.26837	-9.43682	-6.38844	-3.5021
112.32	-26.97629	-24.07406	-21.02666	-18.17221	-15.24459	-12.31012	-9.46471	-6.33789	-3.47625
112.368	-26.99158	-24.11929	-21.04687	-18.20075	-15.23023	-12.32773	-9.48139	-6.29985	-3.50248
112.416	-26.97151	-24.11521	-21.0199	-18.1704	-15.22532	-12.30391	-9.4155	-6.30847	-3.45586
112.464	-26.91999	-24.10363	-20.98783	-18.19088	-15.23676	-12.28589	-9.3251	-6.33126	-3.49552
112.512	-26.92416	-24.07351	-20.97444	-18.22133	-15.17982	-12.35252	-9.35879	-6.30323	-3.52884
112.56	-26.94112	-24.04881	-21.02773	-18.16883	-15.16897	-12.4033	-9.31625	-6.181	-3.54932
112.608	-26.97309	-24.01749	-21.06855	-18.12537	-15.18079	-12.37925	-9.32756	-6.24332	-3.55734
112.656	-26.91702	-24.02258	-21.10682	-18.09557	-15.23547	-12.41882	-9.22098	-6.23442	-3.49302
112.704	-26.95775	-24.03477	-21.1235	-18.11253	-15.22611	-12.35261	-9.29216	-6.15496	-3.44423
112.752	-27.00562	-24.05053	-21.08963	-18.08403	-15.20507	-12.30183	-9.26171	-6.22358	-3.44683
112.8	-26.99617	-24.03486	-21.11178	-18.10766	-15.15132	-12.31545	-9.39984	-6.25722	-3.44743
112.848	-26.97017	-24.06452	-21.05229	-18.16735	-15.20827	-12.29886	-9.43418	-6.33233	-3.48686
112.896	-27.00381	-24.06452	-21.03477	-18.14427	-15.22731	-12.26124	-9.48399	-6.38265	-3.53857
112.944	-27.01641	-24.01128	-21.03051	-18.14622	-15.18955	-12.28603	-9.51684	-6.41995	-3.56035
112.992	-27.02832	-24.00729	-20.99738	-18.16906	-15.17792	-12.28413	-9.52916	-6.43793	-3.52064
113.04	-27.01257	-24.03259	-21.00173	-18.19093	-15.11782	-12.2788	-9.55386	-6.47426	-3.35337
113.088	-26.97434	-24.03426	-20.96995	-18.1597	-15.15892	-12.28413	-9.54042	-6.51647	-3.21732
113.136	-26.92379	-24.05539	-20.99182	-18.20061	-15.15989	-12.28445	-9.54223	-6.44108	-3.29957
113.184	-26.94501	-23.97087	-20.97551	-18.20701	-15.1376	-12.30535	-9.48084	-6.46119	-3.34317
113.232	-26.97944	-23.9927	-21.0097	-18.1585	-15.18366	-12.3135	-9.51258	-6.43469	-3.31403
113.28	-26.99399	-24.01786	-21.03616	-18.10831	-15.13547	-12.28959	-9.5129	-6.42134	-3.30587
113.328	-26.98593	-24.01378	-21.05558	-18.09182	-15.17236	-12.31012	-9.53778	-6.46879	-3.25481
113.376	-27.00001	-24.00479	-21.09714	-18.17332	-15.10364	-12.30526	-9.5255	-6.50479	-3.28947
113.424	-27.00024	-24.01846	-21.08486	-18.10706	-15.12866	-12.34649	-9.52916	-6.54024	-3.31032
113.472	-27.00372	-24.01202	-21.04084	-18.1142	-15.16323	-12.34691	-9.50363	-6.5755	-3.3947
113.52	-26.98426	-23.99057	-21.04863	-18.13658	-15.13788	-12.28445	-9.51962	-6.55335	-3.35874
113.568	-26.98379	-24.05521	-21.06369	-18.11184	-15.20678	-12.23084	-9.58329	-6.52745	-3.36824
113.616	-26.98593	-24.04997	-21.08945	-18.16243	-15.20197	-12.23172	-9.51105	-6.53477	-3.35258
113.664	-26.99987	-24.07619	-21.06429	-18.16197	-15.1806	-12.30433	-9.45104	-6.57254	-3.33099
113.712	-27.01387	-24.00711	-21.07402	-18.13959	-15.21499	-12.30901	-9.51758	-6.60052	-3.29938
113.76	-27.02003	-24.04135	-21.04635	-18.15261	-15.22907	-12.35062	-9.52875	-6.57638	-3.08035
113.808	-26.992	-24.02356	-21.07365	-18.16688	-15.23468	-12.33009	-9.54886	-6.50136	-3.00742
113.856	-26.97073	-24.02379	-21.04302	-18.15201	-15.24427	-12.34334	-9.56679	-6.49163	-2.96414
113.904	-26.96461	-24.06424	-21.03065	-18.17013	-15.24733	-12.31494	-9.57263	-6.53574	-3.13123
113.952	-26.95052	-24.05368	-21.042	-18.20655	-15.24283	-12.32527	-9.53181	-6.51879	-3.28011
114	-26.96906	-24.06776	-21.05368	-18.24755	-15.17435	-12.33913	-9.49844	-6.46953	-3.37778
114.048	-26.98963	-24.08259	-21.05678	-18.24431	-15.20901	-12.34876	-9.48403	-6.49177	-3.43533
114.096	-27.00858	-24.06609	-21.06053	-18.22249	-15.2104	-12.36387	-9.43	-6.46383	-3.44988
114.144	-26.99621	-24.07721	-21.08982	-18.22165	-15.192	-12.32889	-9.40739	-6.38965	-3.47597
114.192	-26.93194	-24.07337	-21.10984	-18.21799	-15.1883	-12.34821	-9.41481	-6.36926	-3.43408
114.24	-26.93676	-24.08166	-21.09774	-18.12402	-15.28806	-12.37193	-9.38339	-6.43274	-3.43186
114.288	-26.94594	-24.07805	-21.04232	-18.09497	-15.34297	-12.36976	-9.43098	-6.42357	-3.44761
114.336	-26.95826	-24.07453	-21.03394	-18.13839	-15.35474	-12.36243	-9.36921	-6.42477	-3.48338
114.384	-26.91295	-24.05595	-21.02578	-18.1609	-15.32624	-12.3547	-9.37255	-6.44817	-3.50966
114.432	-26.947	-24.05456	-21.09621	-18.14395	-15.29547	-12.35822	-9.41573	-6.42148	-3.53648
114.48	-26.96684	-24.06684	-21.04209	-18.10743	-15.2742	-12.30669	-9.45058	-6.35791	-3.56118
114.528	-26.98801	-24.09213	-21.03306	-18.12059	-15.19196	-12.34033	-9.49677	-6.39878	-3.53704
114.576	-26.92967	-24.05919	-21.0527	-18.01972	-15.21304	-12.38347	-9.47982	-6.42991	-3.54135
114.624	-26.88996	-24.01072	-21.05354	-18.04544	-15.19001	-12.38787	-9.46939	-6.40118	-3.47694
114.672	-26.88172	-23.98348	-21.08797	-18.11216	-15.21146	-12.34242	-9.523	-6.38029	-3.46953
114.72	-26.961	-24.02907	-21.05043	-18.12435	-15.22156	-12.34603	-9.48325	-6.39525	-3.45447
114.768	-27.01799	-24.08847	-21.0609	-18.14524	-15.22652	-12.34358	-9.41893	-6.41592	-3.47982
114.816	-27.04361	-24.07115	-21.09501	-18.20896	-15.29728	-12.3452	-9.49034	-6.44831	-3.50609
114.864	-27.06822	-24.07837	-21.0325	-18.22934	-15.2629	-12.34867	-9.50512	-6.47889	-3.4687
114.912	-27.05135	-24.06892	-21.05275	-18.24579	-15.22194	-12.34988	-9.5451	-6.47926	-3.47833
114.96	-26.99385	-24.00368	-21.09579	-18.19459	-15.25497	-12.31577	-9.54756	-6.47829	-3.4787
115.008	-26.96359	-23.9453	-21.02662	-18.1894	-15.26535	-12.31888	-9.57332	-6.50248	-3.54052
115.056	-26.98796	-23.98695	-21.03991	-18.19121	-15.27202	-12.3432	-9.5692	-6.53412	-3.57675
115.104	-26.97448	-24.04121	-21.04696	-18.15266	-15.2686	-12.29325	-9.48936	-6.54876	-3.5761
115.152	-26.9515	-24.0862	-21.09163	-18.16846	-15.24116	-12.28343	-9.49645	-6.52791	-3.52745
115.2	-26.92991	-24.09325	-21.09719	-18.16267	-15.20808	-12.32305	-9.468	-6.54862	-3.50989
115.248	-26.923	-24.09417	-21.02147	-18.09511	-15.23635	-12.27013	-9.46415	-6.57545	-3.46137
115.296	-26.93579	-24.09811	-21.01095	-18.11466	-15.28004	-12.31054	-9.46823	-6.49617	-3.39192
115.344	-26.97216	-24.06878	-20.9661	-18.07217	-15.26095	-12.30067	-9.48389	-6.43547	-3.35054
115.392	-26.94839	-24.07624	-21.01563	-18.14019	-15.2452	-12.36697	-9.52481	-6.44506	-3.41532
115.44	-26.95502	-24.10029	-21.00109	-18.16081	-15.25437	-12.36396	-9.50275	-6.47361	-3.50433
115.488	-26.98291	-24.09714	-20.96304	-18.16359	-15.25053	-12.38074	-9.50414	-6.49932	-3.52513
115.536	-27.00237	-24.03042	-20.98598	-18.10845	-15.26095	-12.38871	-9.49631	-6.44451	-3.54737
115.584	-27.03588	-24.04367	-21.03431	-18.08501	-15.2369	-12.41748	-9.4933	-6.47866	-3.53
115.632	-27.00794	-24.05497	-21.03371	-18.14608	-15.21517	-12.40372	-9.50841	-6.4275	-3.56285
115.68	-26.95687	-24.07017	-21.04098	-18.13635	-15.22435	-12.38417	-9.55094	-6.51786	-3.57471
115.728	-26.97156	-24.05678	-21.03496	-18.10169	-15.25622	-12.37606	-9.56614	-6.53676	-3.55687
115.776	-26.96067	-24.05113	-21.04376	-18.07625	-15.28282	-12.35289	-9.51647	-6.57198	-3.41972
115.824	-26.94909	-24.02606	-21.05414	-18.05999	-15.26253	-12.34784	-9.52574	-6.54385	-3.37825
115.872	-26.97559	-24.08407	-21.02045	-18.0516	-15.27249	-12.33713	-9.51883	-6.55771	-3.35346
115.92	-26.97587	-24.09107	-20.99886	-18.13862	-15.25775	-12.31133	-9.58616	-6.52458	-3.46833
115.968	-26.95748	-24.08282	-21.0262	-18.18797	-15.27638	-12.30748	-9.56355	-6.51373	-3.5363
116.016	-26.99399	-24.1305	-21.02189	-18.21975	-15.22314	-12.2642	-9.47175	-6.49789	-3.56818
116.064	-26.96494	-24.14714	-20.98927	-18.22258	-15.18352	-12.20132	-9.42259	-6.52208	-3.60043
116.112	-27.00543	-24.12925	-20.9712	-18.20293	-15.24103	-12.23978	-9.4136	-6.54015	-3.6235
116.16	-27.02221	-24.06924	-21.02717	-18.2229	-15.24649	-12.27949	-9.4927	-6.49386	-3.57694
116.208	-26.99946	-24.07323	-21.01614	-18.20326	-15.27925	-12.26712	-9.50025	-6.48042	-3.53125
116.256	-27.01665	-24.06878	-21.01707	-18.18514	-15.21698	-12.31054	-9.56447	-6.46786	-3.54645
116.304	-27.01818	-24.08115	-20.99701	-18.16489	-15.16448	-12.3155	-9.53181	-6.47277	-3.54297
116.352	-26.97281	-24.08908	-20.98978	-18.19431	-15.18598	-12.33157	-9.55085	-6.49511	-3.48491
116.4	-26.93185	-24.05493	-21.02064	-18.13778	-15.17194	-12.36874	-9.56461	-6.50526	-3.50104
116.448	-26.89325	-24.09547	-21.0458	-18.15572	-15.24594	-12.32912	-9.55099	-6.46888	-3.52523
116.496	-26.94228	-24.08074	-21.08653	-18.1407	-15.27703	-12.22468	-9.57471	-6.46962	-3.55066
116.544	-26.92643	-24.0243	-21.0686	-18.17851	-15.2066	-12.20211	-9.58667	-6.47996	-3.59125
116.592	-26.95826	-23.99965	-21.02694	-18.18389	-15.2748	-12.19859	-9.51851	-6.50062	-3.54751
116.64	-26.97587	-24.04937	-21.04334	-18.13871	-15.25803	-12.23816	-9.46087	-6.52379	-3.51091
116.688	-26.96285	-24.03658	-21.04029	-18.15479	-15.20071	-12.21564	-9.44062	-6.4851	-3.51105
116.736	-26.95386	-24.06837	-21.047	-18.16897	-15.22073	-12.27398	-9.4522	-6.47972	-3.49154
116.784	-26.94344	-24.06609	-21.05641	-18.19251	-15.21146	-12.32504	-9.53746	-6.43255	-3.48417
116.832	-26.9635	-24.06966	-21.05924	-18.21086	-15.19895	-12.35859	-9.55873	-6.4434	-3.52847
116.88	-26.96772	-24.08227	-21.06901	-18.17939	-15.20623	-12.35497	-9.52805	-6.45614	-3.52875
116.928	-26.99218	-24.05493	-21.03477	-18.14154	-15.21142	-12.26082	-9.5236	-6.50841	-3.54209
116.976	-27.01359	-24.04205	-20.98769	-18.09877	-15.25145	-12.22982	-9.54047	-6.54589	-3.51313
117.024	-27.02211	-24.06693	-20.98927	-18.09288	-15.27254	-12.24349	-9.47338	-6.52342	-3.5205
117.072	-27.02628	-24.04566	-20.96309	-18.1281	-15.25877	-12.26647	-9.38895	-6.49511	-3.56693
117.12	-27.00868	-24.04395	-20.96619	-18.142	-15.20785	-12.32411	-9.44803	-6.47713	-3.48552
117.168	-26.93709	-24.04524	-21.01503	-18.10581	-15.14636	-12.36202	-9.4819	-6.48538	-3.35865
117.216	-26.93079	-24.07003	-21.02606	-18.08329	-15.20197	-12.36137	-9.52866	-6.4452	-3.39196
117.264	-26.92791	-24.02921	-21.00252	-18.13301	-15.23227	-12.37796	-9.57383	-6.49084	-3.33807
117.312	-26.95562	-24.01244	-20.99302	-18.16044	-15.17514	-12.27833	-9.59579	-6.49219	-3.31004
117.36	-26.94682	-24.07054	-20.96819	-18.12713	-15.15679	-12.24539	-9.51809	-6.51587	-3.3814
117.408	-26.91295	-24.08871	-20.99307	-18.15247	-15.2041	-12.2775	-9.40415	-6.54673	-3.45767
117.456	-26.90678	-24.10479	-20.98742	-18.12745	-15.22379	-12.30771	-9.39358	-6.549	-3.50822
117.504	-26.89849	-24.09969	-21.0262	-18.10841	-15.24617	-12.34371	-9.35017	-6.53537	-3.52013
117.552	-26.83445	-24.1172	-21.00488	-18.07838	-15.23996	-12.33982	-9.30249	-6.50368	-3.46615
117.6	-26.88329	-24.06568	-21.00275	-18.08718	-15.21346	-12.3199	-9.28386	-6.46425	-3.4376
117.648	-26.92504	-24.09126	-21.01452	-18.06485	-15.24955	-12.36299	-9.36778	-6.47018	-3.38288
117.696	-26.92263	-24.07721	-20.97569	-18.09386	-15.25479	-12.40794	-9.44428	-6.4819	-3.37236
117.744	-26.96165	-24.09088	-20.9061	-18.10025	-15.2711	-12.26355	-9.47231	-6.468	-3.37792
117.792	-26.99529	-24.09329	-20.98783	-18.11211	-15.28129	-12.27236	-9.4889	-6.48584	-3.33882
117.84	-26.99149	-24.08532	-20.98672	-18.14103	-15.27754	-12.29511	-9.48037	-6.47518	-3.3542
117.888	-27.00594	-24.07921	-21.00627	-18.1781	-15.24038	-12.3174	-9.51851	-6.53959	-3.4269
117.936	-27.0242	-24.01137	-21.03496	-18.11582	-15.21309	-12.29325	-9.52513	-6.53542	-3.43357
117.984	-26.97763	-24.02328	-20.95971	-18.17286	-15.19946	-12.33134	-9.51614	-6.54714	-3.47398
118.032	-27.00418	-24.07467	-20.97041	-18.20974	-15.1693	-12.35113	-9.51633	-6.51786	-3.50289
118.08	-27.02577	-24.06989	-20.99817	-18.18875	-15.24668	-12.33662	-9.54251	-6.47996	-3.48853
118.128	-26.99348	-24.03931	-21.00961	-18.18871	-15.2313	-12.30743	-9.58185	-6.31801	-3.4636
118.176	-26.97587	-24.02018	-21.00563	-18.12611	-15.21438	-12.34446	-9.60071	-6.32061	-3.49691
